131.0,87.0,91.0,302.78818271813384
164.0,75.0,51.0,303.0954173709164
113.0,85.0,114.0,305.4916279795978
47.0,78.0,149.0,305.6715135872985
102.0,79.0,128.0,306.05338076061173
20.0,27.0,175.0,307.0679192479247
137.0,109.0,47.0,310.0184911319807
122.0,100.0,91.0,310.08389741729576
112.0,113.0,80.0,310.9389007506137
79.0,120.0,95.0,310.9536679213641
31.0,64.0,164.0,311.9593792417131
138.0,79.0,106.0,314.3574547787916
43.0,51.0,171.0,315.2939538648815
104.0,101.0,112.0,315.70239150187
113.0,103.0,110.0,323.07024741629334
108.0,88.0,131.0,323.3580699568978
59.0,89.0,151.0,323.6257181818991
107.0,105.0,113.0,324.0050334774909
132.0,108.0,93.0,331.17898413282506
89.0,90.0,146.0,331.3280951573908
58.0,128.0,115.0,332.8216841455797
141.0,116.0,66.0,333.0351690559497
120.0,108.0,111.0,335.94365110647647
136.0,107.0,100.0,339.1248848138396
51.0,84.0,169.0,341.19140408097917
136.0,114.0,93.0,342.78976679409493
166.0,97.0,77.0,342.8173256269292
109.0,93.0,143.0,343.22161094364384
126.0,142.0,29.0,344.4237715010391
84.0,135.0,107.0,347.26582149881955
52.0,66.0,187.0,352.5981966505926
81.0,131.0,121.0,352.6379550526999
75.0,114.0,146.0,353.2707857251644
146.0,103.0,112.0,353.7688378376479
160.0,120.0,62.0,356.5329358909216
11.0,83.0,183.0,356.9555896309091
124.0,114.0,122.0,357.0000218837528
142.0,129.0,77.0,358.61375897335563
105.0,138.0,105.0,362.2953678888953
45.0,136.0,137.0,364.41191386774113
125.0,129.0,107.0,364.8777995353376
30.0,71.0,197.0,368.80641517603783
152.0,127.0,85.0,370.2497204168424
133.0,118.0,124.0,371.13713825299806
58.0,104.0,175.0,372.3697234436495
100.0,119.0,149.0,375.20297111197027
212.0,54.0,91.0,376.22257478951207
145.0,123.0,111.0,376.7570451813078
148.0,123.0,109.0,377.91250744219883
108.0,111.0,156.0,377.9575869062559
107.0,94.0,173.0,379.5392714776035
99.0,99.0,173.0,380.24222851197106
128.0,136.0,111.0,380.3716880812109
133.0,120.0,133.0,382.0679289651907
133.0,123.0,132.0,384.92437619696807
143.0,138.0,103.0,389.3685141915689
72.0,144.0,142.0,389.3824236852506
129.0,129.0,134.0,391.55145385456683
95.0,123.0,162.0,392.4290416551443
203.0,103.0,72.0,393.2799252560128
127.0,144.0,114.0,393.59416311014445
95.0,146.0,134.0,394.27749141229833
172.0,147.0,7.0,394.5538273242955
134.0,121.0,146.0,396.81401106185757
132.0,119.0,151.0,398.0196927053359
154.0,117.0,135.0,398.04949244723326
29.0,60.0,221.0,399.6191497460426
205.0,31.0,149.0,402.9238403144569
140.0,130.0,137.0,404.05557805362616
105.0,136.0,153.0,404.511892400891
152.0,128.0,130.0,405.2404186097433
136.0,133.0,138.0,405.7832511021124
180.0,122.0,105.0,406.0573629812049
140.0,131.0,139.0,407.19505940795744
93.0,113.0,185.0,407.7617784549577
168.0,118.0,130.0,408.03636097166634
159.0,163.0,27.0,408.22383470193165
169.0,135.0,102.0,408.88456548349313
147.0,141.0,119.0,409.03309672781984
159.0,137.0,114.0,410.3538750083579
68.0,138.0,174.0,415.60417241048003
93.0,134.0,173.0,418.2424862968252
208.0,134.0,17.0,420.3289959588203
163.0,150.0,97.0,420.4655669240348
125.0,152.0,135.0,421.46772470587825
160.0,170.0,39.0,422.944140630592
145.0,142.0,138.0,424.6464821067343
63.0,146.0,177.0,428.6024481891698
148.0,134.0,152.0,429.5426346708787
147.0,139.0,147.0,430.40049935350913
163.0,143.0,128.0,432.74067319166454
153.0,129.0,158.0,433.2572061035165
66.0,157.0,167.0,433.396478772613
193.0,145.0,77.0,433.7833695737424
125.0,132.0,177.0,437.00873757712213
94.0,158.0,160.0,437.2073128105247
52.0,100.0,227.0,441.4010939964354
140.0,132.0,173.0,442.42711705573606
163.0,143.0,143.0,445.1398437218915
170.0,149.0,128.0,447.0432899899069
124.0,146.0,171.0,447.5118408000508
184.0,168.0,56.0,448.3790249331474
195.0,146.0,104.0,451.7549697948823
151.0,163.0,130.0,451.942826427608
189.0,167.0,57.0,452.4588853904297
11.0,72.0,249.0,453.2210889496979
63.0,125.0,217.0,454.1093231191692
154.0,147.0,157.0,455.4537143744686
153.0,154.0,148.0,455.8049734569874
71.0,136.0,208.0,456.4959418460092
66.0,118.0,224.0,456.98305835665286
155.0,152.0,152.0,458.22109113328145
184.0,136.0,148.0,460.01922514173253
163.0,160.0,134.0,460.5191512541851
128.0,153.0,173.0,461.1809187767313
138.0,160.0,158.0,462.2627600997078
143.0,144.0,176.0,462.28653646507485
159.0,144.0,165.0,463.1100832617986
140.0,148.0,175.0,464.28086613196757
226.0,64.0,172.0,465.46658378985705
228.0,130.0,97.0,467.6723487456255
121.0,163.0,170.0,467.7342265011456
159.0,150.0,162.0,467.8594102231727
195.0,162.0,97.0,469.164062955327
178.0,156.0,139.0,472.1203253011885
155.0,155.0,163.0,472.21082007271923
15.0,109.0,244.0,473.93228476953857
228.0,98.0,153.0,474.59916064111405
115.0,154.0,193.0,476.9900213513381
205.0,146.0,127.0,477.50027405096847
171.0,143.0,172.0,478.33030518604505
163.0,178.0,127.0,481.1669855349076
181.0,173.0,115.0,481.4224974944046
177.0,162.0,142.0,481.5672432439991
144.0,120.0,220.0,486.1094912671424
133.0,137.0,211.0,486.69606387739566
98.0,124.0,236.0,488.63088382233883
179.0,162.0,150.0,489.699634900696
144.0,153.0,196.0,495.2104981722419
157.0,147.0,195.0,495.5389387765103
116.0,147.0,216.0,495.59244848968393
195.0,177.0,107.0,495.7721211340448
164.0,177.0,150.0,497.9238929043273
225.0,52.0,212.0,499.2183597416315
169.0,162.0,173.0,501.31481423228456
168.0,164.0,174.0,504.05200314550876
171.0,162.0,175.0,504.7287754019479
194.0,178.0,123.0,505.82995691487076
184.0,153.0,183.0,511.67965976648907
92.0,181.0,200.0,512.005004858351
213.0,176.0,106.0,512.3533650744621
112.0,162.0,217.0,513.4104983770297
76.0,184.0,203.0,514.9586793192732
163.0,179.0,168.0,515.1085955741518
187.0,174.0,153.0,515.1695526414095
56.0,155.0,239.0,517.307705064162
181.0,167.0,175.0,519.2191064172716
216.0,178.0,109.0,519.9185445516922
177.0,176.0,167.0,520.8735713623316
147.0,181.0,185.0,522.6673289184527
196.0,180.0,146.0,526.1585579699337
168.0,169.0,192.0,527.5462065070699
238.0,171.0,97.0,529.5272803406828
132.0,174.0,211.0,531.3710046015401
205.0,170.0,163.0,534.2673977922947
193.0,160.0,191.0,535.2457343069162
137.0,166.0,222.0,535.9630004866241
197.0,194.0,132.0,537.2095963314738
235.0,193.0,39.0,537.2637671281677
184.0,174.0,186.0,540.5579727235554
192.0,182.0,169.0,543.0552997566178
190.0,180.0,175.0,543.679233900836
134.0,202.0,186.0,546.2836803117955
180.0,180.0,188.0,547.0456448048919
93.0,180.0,232.0,547.6806868656453
169.0,175.0,204.0,547.7209760253162
120.0,174.0,231.0,548.31293457181
223.0,187.0,126.0,549.2217700841574
61.0,181.0,238.0,549.4464988314377
